,query_id,user_id,rank
1924,68,621-57-0359,40
1925,1484,621-57-0359,85
1926,1475,621-57-0359,48
1927,862,621-57-0359,73
1928,883,621-57-0359,67
1929,1093,621-57-0359,44
1930,1127,621-57-0359,91
1931,1845,621-57-0359,6
1932,1298,621-57-0359,5
1933,357,621-57-0359,47
1934,1500,621-57-0359,73
1935,1907,621-57-0359,78
1936,1131,621-57-0359,96
1937,34,621-57-0359,70
1938,777,621-57-0359,73
1939,1047,621-57-0359,47
1940,556,621-57-0359,75
1941,1131,621-57-0359,36
1942,1579,621-57-0359,36
1943,473,621-57-0359,60
1944,1268,621-57-0359,28
1945,1071,621-57-0359,29
1946,67,621-57-0359,69
1947,1955,621-57-0359,4
1948,505,621-57-0359,6
1949,340,621-57-0359,92
1950,1978,621-57-0359,31
1951,1698,621-57-0359,9
1952,1908,621-57-0359,54
1953,145,621-57-0359,93
1954,334,621-57-0359,35
1955,1037,621-57-0359,61
1956,657,621-57-0359,9
1957,1327,621-57-0359,7
1958,634,621-57-0359,20
1959,724,621-57-0359,3
1960,520,621-57-0359,68
1961,964,621-57-0359,70
1962,183,621-57-0359,81
1963,558,621-57-0359,99
1964,444,621-57-0359,23
1965,632,621-57-0359,5
1966,1493,621-57-0359,9
1967,767,621-57-0359,26
1968,1391,621-57-0359,72
1969,956,621-57-0359,29
1970,1802,621-57-0359,37
1971,1097,621-57-0359,82
1972,306,621-57-0359,41
1973,1726,621-57-0359,68
1974,1227,621-57-0359,45
1975,49,621-57-0359,10
1976,1531,621-57-0359,87
1977,617,621-57-0359,89
1978,1935,621-57-0359,48
1979,768,621-57-0359,29
1980,1770,621-57-0359,52
1981,1845,621-57-0359,87
1982,1475,621-57-0359,44
1983,1290,621-57-0359,20
1984,327,621-57-0359,93
1985,884,621-57-0359,63
1986,952,621-57-0359,32
1987,1336,621-57-0359,36
1988,1835,621-57-0359,97
1989,857,621-57-0359,25
1990,1402,621-57-0359,31
1991,278,621-57-0359,80
1992,1709,621-57-0359,63
1993,1370,621-57-0359,18
1994,1376,621-57-0359,14
1995,1641,621-57-0359,60
1996,370,621-57-0359,71
1997,272,621-57-0359,22
1998,731,621-57-0359,58
1999,1674,621-57-0359,37
2000,546,621-57-0359,85
2001,789,621-57-0359,28
2002,46,621-57-0359,58
2003,729,621-57-0359,82
2004,1211,621-57-0359,9
2005,886,621-57-0359,69
2006,346,621-57-0359,6
2007,1133,621-57-0359,16
2008,511,621-57-0359,63
2009,531,621-57-0359,92
2010,1895,621-57-0359,82
2011,85,621-57-0359,0
2012,969,621-57-0359,61
2013,1427,621-57-0359,27
2014,81,621-57-0359,59
2015,1927,621-57-0359,51
2016,760,621-57-0359,24
2017,1208,621-57-0359,21
2018,1709,621-57-0359,39
2019,84,621-57-0359,69
2020,1898,621-57-0359,9
2021,906,621-57-0359,58
2022,705,621-57-0359,10
2023,120,621-57-0359,60
2024,101,621-57-0359,91
2025,1503,621-57-0359,56
2026,1339,621-57-0359,17
2027,1005,621-57-0359,69
2028,1022,621-57-0359,18
2029,832,621-57-0359,99
2030,1051,621-57-0359,36
2031,8,621-57-0359,89
2032,45,621-57-0359,96
2033,993,621-57-0359,50
2034,1901,621-57-0359,20
2035,142,621-57-0359,26
2036,1812,621-57-0359,97
2037,1930,621-57-0359,34
2038,587,621-57-0359,1
2039,1666,621-57-0359,82
2040,1174,271-39-0527,71
2041,809,271-39-0527,29
2042,176,271-39-0527,8
2043,1724,271-39-0527,39
2044,1995,271-39-0527,62
2045,868,271-39-0527,23
2046,812,271-39-0527,50
2047,1214,271-39-0527,32
2048,971,271-39-0527,59
2049,1460,271-39-0527,35
2050,755,271-39-0527,11
2051,1524,271-39-0527,30
2052,1061,271-39-0527,71
2053,560,271-39-0527,5
2054,1888,271-39-0527,61
2055,737,271-39-0527,53
2056,1606,271-39-0527,63
2057,586,271-39-0527,71
2058,1830,271-39-0527,86
2059,1523,271-39-0527,69
2060,1349,271-39-0527,94
2061,1411,271-39-0527,93
2062,863,271-39-0527,19
2063,1731,271-39-0527,14
2064,1686,271-39-0527,17
2065,1709,271-39-0527,37
2066,1411,271-39-0527,17
2067,681,271-39-0527,97
2068,887,271-39-0527,17
2069,1746,271-39-0527,40
2070,90,271-39-0527,58
2071,123,271-39-0527,96
2072,1319,271-39-0527,57
2073,193,271-39-0527,58
2074,1350,271-39-0527,54
2075,1180,271-39-0527,10
2076,108,271-39-0527,71
2077,109,271-39-0527,16
2078,16,271-39-0527,35
2079,1086,271-39-0527,99
2080,409,271-39-0527,67
2081,1935,271-39-0527,26
2082,929,271-39-0527,72
2083,461,271-39-0527,88
2084,1401,271-39-0527,68
2085,862,271-39-0527,5
2086,1070,271-39-0527,73
2087,1600,271-39-0527,1
2088,1950,271-39-0527,70
2089,1829,271-39-0527,67
2090,758,271-39-0527,28
2091,1203,271-39-0527,73
2092,1380,271-39-0527,66
2093,1152,271-39-0527,12
2094,1053,271-39-0527,8
2095,1104,271-39-0527,31
2096,745,271-39-0527,9
2097,1321,271-39-0527,64
2098,784,271-39-0527,21
2099,963,271-39-0527,36
2100,968,271-39-0527,8
2101,1584,271-39-0527,80
2102,406,271-39-0527,17
2103,458,271-39-0527,15
2104,1006,271-39-0527,2
2105,316,271-39-0527,9
2106,799,271-39-0527,52
2107,1098,271-39-0527,26
2108,1141,271-39-0527,22
2109,1661,271-39-0527,19
2110,1741,271-39-0527,72
2111,308,271-39-0527,36
2112,574,271-39-0527,83
2113,1159,271-39-0527,31
2114,568,271-39-0527,91
2115,414,271-39-0527,57
2116,1729,271-39-0527,86
2117,16,271-39-0527,26
2118,1327,271-39-0527,78
2119,275,271-39-0527,78
2120,1429,271-39-0527,42
2121,1841,271-39-0527,93
2122,429,271-39-0527,22
2123,1577,271-39-0527,75
2124,1244,271-39-0527,78
2125,1686,271-39-0527,76
2126,1011,271-39-0527,8
2127,1789,271-39-0527,40
2128,112,271-39-0527,37
2129,415,271-39-0527,43
2130,544,271-39-0527,76
2131,50,271-39-0527,38
2132,231,271-39-0527,63
2133,209,271-39-0527,93
2134,840,271-39-0527,22
2135,1784,271-39-0527,58
2136,636,271-39-0527,82
2137,1227,271-39-0527,62
2138,1966,271-39-0527,69
2139,113,271-39-0527,63
2140,1911,271-39-0527,10
2141,58,271-39-0527,16
2142,453,271-39-0527,33
2143,497,271-39-0527,49
2144,1183,271-39-0527,39
2145,681,271-39-0527,80
2146,325,271-39-0527,98
2147,1747,271-39-0527,53
2148,654,271-39-0527,82
2149,1420,271-39-0527,74
2150,153,271-39-0527,64
2151,987,271-39-0527,23
2152,1427,271-39-0527,79
2153,556,271-39-0527,50
2154,1775,271-39-0527,8
2155,173,271-39-0527,54
2156,544,271-39-0527,40
2157,1611,271-39-0527,43
2158,1793,271-39-0527,8
2159,1762,271-39-0527,28
2160,1429,271-39-0527,45
2161,1824,271-39-0527,96
2162,1642,271-39-0527,62
2163,1281,271-39-0527,72
2164,1781,271-39-0527,64
2165,653,271-39-0527,78
2166,1394,271-39-0527,75
2167,485,271-39-0527,72
2168,245,271-39-0527,88
2169,1307,271-39-0527,39
2170,71,271-39-0527,71
2171,429,271-39-0527,15
2172,1495,271-39-0527,98
2173,23,271-39-0527,81
2174,146,271-39-0527,16
2175,1295,271-39-0527,87
2176,367,271-39-0527,87
2177,92,271-39-0527,89
2178,850,271-39-0527,5
2179,1656,271-39-0527,0
2180,819,271-39-0527,70
2181,708,271-39-0527,58
2182,1554,778-78-5009,31
2183,1094,778-78-5009,93
2184,1901,778-78-5009,56
2185,1051,778-78-5009,69
2186,341,778-78-5009,34
2187,439,778-78-5009,20
2188,1962,778-78-5009,17
2189,1128,778-78-5009,57
2190,1896,778-78-5009,50
2191,968,778-78-5009,77
2192,9,778-78-5009,43
2193,1367,778-78-5009,60
2194,1447,778-78-5009,8
2195,1283,778-78-5009,45
2196,1285,778-78-5009,21
2197,1646,778-78-5009,40
2198,1649,778-78-5009,32
2199,1898,778-78-5009,60
2200,485,778-78-5009,30
2201,1470,778-78-5009,91
2202,1420,778-78-5009,81
2203,1069,778-78-5009,71
2204,536,778-78-5009,26
2205,0,778-78-5009,54
2206,1543,778-78-5009,76
2207,720,778-78-5009,18
2208,1597,778-78-5009,57
2209,332,778-78-5009,81
2210,222,778-78-5009,43
2211,1631,778-78-5009,65
2212,514,778-78-5009,36
2213,921,778-78-5009,0
2214,1324,778-78-5009,94
2215,514,778-78-5009,69
2216,819,778-78-5009,94
2217,944,778-78-5009,76
2218,363,778-78-5009,95
2219,978,778-78-5009,94
2220,1191,778-78-5009,95
2221,1548,778-78-5009,60
2222,605,778-78-5009,24
2223,2,778-78-5009,76
2224,1795,778-78-5009,14
2225,1361,778-78-5009,77
2226,699,778-78-5009,21
2227,1213,778-78-5009,65
2228,297,778-78-5009,56
2229,1410,778-78-5009,42
2230,289,778-78-5009,54
2231,581,778-78-5009,96
2232,402,778-78-5009,1
2233,336,778-78-5009,78
2234,777,778-78-5009,15
2235,908,778-78-5009,79
2236,1993,778-78-5009,47
2237,503,778-78-5009,8
2238,1871,778-78-5009,90
2239,1030,778-78-5009,34
2240,1350,778-78-5009,79
2241,1663,778-78-5009,16
2242,1498,778-78-5009,90
2243,461,778-78-5009,84
2244,1813,778-78-5009,87
2245,870,778-78-5009,40
2246,1329,778-78-5009,5
2247,650,778-78-5009,32
2248,1203,778-78-5009,98
2249,596,778-78-5009,28
2250,829,778-78-5009,74
2251,909,778-78-5009,91
2252,403,778-78-5009,3
2253,494,778-78-5009,97
2254,1509,778-78-5009,48
2255,954,778-78-5009,42
2256,598,778-78-5009,87
2257,300,778-78-5009,81
2258,555,778-78-5009,87
2259,723,778-78-5009,38
2260,175,778-78-5009,97
2261,96,778-78-5009,41
2262,1151,778-78-5009,26
2263,774,778-78-5009,89
2264,508,778-78-5009,51
2265,195,778-78-5009,5
2266,666,778-78-5009,50
2267,1836,778-78-5009,70
2268,1662,778-78-5009,22
2269,1520,778-78-5009,58
2270,843,778-78-5009,77
2271,1359,778-78-5009,42
2272,920,778-78-5009,32
2273,1880,778-78-5009,70
2274,538,778-78-5009,70
2275,29,778-78-5009,77
2276,334,778-78-5009,11
2277,599,778-78-5009,40
2278,273,778-78-5009,97
2279,269,778-78-5009,28
2280,1063,778-78-5009,45
2281,1118,778-78-5009,89
2282,1204,778-78-5009,64
2283,1059,778-78-5009,9
2284,1540,778-78-5009,40
2285,126,778-78-5009,1
2286,1489,778-78-5009,87
2287,1982,778-78-5009,49
2288,848,778-78-5009,57
2289,1200,778-78-5009,7
2290,1281,778-78-5009,28
2291,1611,778-78-5009,92
2292,95,778-78-5009,34
2293,264,778-78-5009,45
2294,1340,778-78-5009,85
2295,125,778-78-5009,99
2296,1993,778-78-5009,43
2297,133,778-78-5009,25
2298,1502,778-78-5009,17
2299,1739,778-78-5009,39
2300,839,778-78-5009,69
2301,421,778-78-5009,83
2302,465,778-78-5009,75
2303,1481,778-78-5009,19
2304,145,778-78-5009,22
2305,1773,778-78-5009,43
2306,1587,778-78-5009,49
2307,1841,778-78-5009,4
2308,321,778-78-5009,5
2309,1725,778-78-5009,56
2310,1104,778-78-5009,56
2311,1133,778-78-5009,27
2312,401,778-78-5009,90
2313,648,778-78-5009,30
2314,85,778-78-5009,88
2315,1369,778-78-5009,64
2316,1263,778-78-5009,21
2317,482,778-78-5009,88
2318,605,778-78-5009,29
2319,566,778-78-5009,16
2320,1353,778-78-5009,50
2321,669,778-78-5009,19
2322,750,778-78-5009,74
2323,1760,778-78-5009,1
2324,1770,778-78-5009,14
2325,920,778-78-5009,75
2326,1341,778-78-5009,27
2327,923,778-78-5009,3
2328,1091,778-78-5009,55
2329,996,778-78-5009,25
2330,171,778-78-5009,36
2331,1791,778-78-5009,36
2332,909,778-78-5009,6
2333,1789,778-78-5009,15
2334,506,778-78-5009,12
2335,1015,778-78-5009,79
2336,1104,778-78-5009,37
2337,1712,778-78-5009,42
2338,59,778-78-5009,54
2339,1391,778-78-5009,19
2340,1515,778-78-5009,27
2341,773,778-78-5009,89
2342,1465,778-78-5009,52
2343,346,778-78-5009,51
2344,1426,778-78-5009,63
2345,321,778-78-5009,79
2346,1663,778-78-5009,21
2347,1158,778-78-5009,21
2348,811,778-78-5009,62
2349,859,135-95-6036,28
2350,882,135-95-6036,87
2351,536,135-95-6036,96
2352,956,135-95-6036,14
2353,1058,135-95-6036,99
2354,1829,135-95-6036,69
2355,71,135-95-6036,79
2356,1369,135-95-6036,34
2357,193,135-95-6036,82
2358,245,135-95-6036,38
2359,1577,135-95-6036,68
2360,28,135-95-6036,29
2361,1538,135-95-6036,26
2362,317,135-95-6036,11
2363,1954,135-95-6036,75
2364,421,135-95-6036,20
2365,609,135-95-6036,11
2366,1674,135-95-6036,99
2367,1483,135-95-6036,94
2368,465,135-95-6036,36
2369,1609,135-95-6036,32
2370,953,135-95-6036,97
2371,339,135-95-6036,95
2372,938,135-95-6036,42
2373,1299,135-95-6036,59
2374,710,135-95-6036,88
2375,1244,135-95-6036,44
2376,973,135-95-6036,6
2377,1862,135-95-6036,83
2378,279,135-95-6036,46
2379,1663,135-95-6036,24
2380,1701,135-95-6036,69
2381,194,135-95-6036,88
2382,442,135-95-6036,0
2383,1309,135-95-6036,23
2384,1181,135-95-6036,62
2385,1579,135-95-6036,24
2386,1935,135-95-6036,37
2387,348,135-95-6036,0
2388,1271,135-95-6036,52
2389,1721,135-95-6036,13
2390,328,135-95-6036,97
2391,830,135-95-6036,37
2392,802,135-95-6036,67
2393,1712,468-32-5268,71
2394,1866,468-32-5268,3
2395,796,468-32-5268,70
2396,622,468-32-5268,92
2397,933,468-32-5268,60
2398,446,468-32-5268,78
2399,1349,468-32-5268,75
2400,495,468-32-5268,31
2401,266,468-32-5268,42
2402,1081,468-32-5268,94
2403,122,468-32-5268,96
2404,517,468-32-5268,68
2405,1232,468-32-5268,36
2406,779,468-32-5268,9
2407,805,468-32-5268,71
2408,1270,468-32-5268,66
2409,1049,468-32-5268,99
2410,1945,468-32-5268,48
2411,1665,468-32-5268,42
2412,264,468-32-5268,91
2413,1425,468-32-5268,29
2414,979,468-32-5268,89
2415,1228,468-32-5268,49
2416,844,468-32-5268,23
2417,1895,468-32-5268,26
2418,859,468-32-5268,79
2419,926,468-32-5268,28
2420,1291,468-32-5268,61
2421,205,468-32-5268,49
2422,346,468-32-5268,11
2423,404,468-32-5268,3
2424,254,468-32-5268,13
2425,516,468-32-5268,71
2426,863,468-32-5268,41
2427,343,468-32-5268,22
2428,780,468-32-5268,76
2429,979,468-32-5268,46
2430,1590,468-32-5268,13
2431,407,468-32-5268,30
2432,1393,468-32-5268,68
2433,1266,468-32-5268,39
2434,1441,468-32-5268,97
2435,1077,468-32-5268,67
2436,1389,468-32-5268,14
2437,3,468-32-5268,43
2438,1836,468-32-5268,25
2439,354,468-32-5268,25
2440,1524,468-32-5268,76
2441,990,468-32-5268,98
2442,36,468-32-5268,91
2443,1945,468-32-5268,69
2444,1990,468-32-5268,50
2445,658,468-32-5268,82
2446,510,468-32-5268,34
2447,661,468-32-5268,79
2448,121,468-32-5268,67
2449,850,468-32-5268,93
2450,1740,468-32-5268,27
2451,602,468-32-5268,5
2452,708,468-32-5268,25
2453,1625,468-32-5268,36
2454,1788,468-32-5268,85
2455,711,468-32-5268,82
2456,36,364-77-9936,78
2457,1990,364-77-9936,84
2458,535,364-77-9936,3
2459,1643,364-77-9936,73
2460,713,364-77-9936,72
2461,1914,364-77-9936,79
2462,101,364-77-9936,68
2463,829,364-77-9936,37
2464,1202,364-77-9936,30
2465,1639,364-77-9936,15
2466,389,364-77-9936,21
2467,237,364-77-9936,90
2468,1429,364-77-9936,84
2469,328,364-77-9936,17
2470,1207,364-77-9936,84
2471,554,364-77-9936,77
2472,253,364-77-9936,59
2473,1201,364-77-9936,9
2474,1961,364-77-9936,57
2475,1096,364-77-9936,61
2476,1210,364-77-9936,54
2477,230,364-77-9936,32
2478,728,364-77-9936,34
2479,57,364-77-9936,46
2480,1713,364-77-9936,37
2481,1464,364-77-9936,47
2482,1374,364-77-9936,37
2483,896,364-77-9936,67
2484,1784,364-77-9936,82
2485,1759,364-77-9936,4
2486,8,364-77-9936,73
2487,214,364-77-9936,83
2488,520,364-77-9936,19
2489,692,364-77-9936,57
2490,891,364-77-9936,74
2491,1850,364-77-9936,3
2492,1963,364-77-9936,70
2493,828,364-77-9936,78
2494,890,364-77-9936,50
2495,161,364-77-9936,86
2496,1913,364-77-9936,23
2497,1917,364-77-9936,48
2498,739,364-77-9936,22
2499,202,364-77-9936,60
2500,1395,364-77-9936,22
2501,268,364-77-9936,74
2502,1681,364-77-9936,58
2503,1418,364-77-9936,3
2504,1142,364-77-9936,42
2505,1719,364-77-9936,82
2506,1131,364-77-9936,35
2507,1619,364-77-9936,10
2508,1123,364-77-9936,21
2509,168,364-77-9936,91
2510,247,364-77-9936,30
2511,504,364-77-9936,97
2512,1985,364-77-9936,83
2513,613,364-77-9936,58
2514,1333,364-77-9936,78
2515,342,364-77-9936,47
2516,358,364-77-9936,34
2517,246,364-77-9936,25
2518,377,364-77-9936,60
2519,536,364-77-9936,20
2520,1760,364-77-9936,79
2521,289,364-77-9936,95
2522,1103,364-77-9936,25
2523,174,364-77-9936,22
2524,599,364-77-9936,92
2525,228,364-77-9936,5
2526,36,364-77-9936,28
2527,892,364-77-9936,56
2528,1791,364-77-9936,96
2529,158,364-77-9936,70
2530,1990,364-77-9936,0
2531,451,364-77-9936,87
2532,1476,364-77-9936,91
2533,303,364-77-9936,55
2534,1331,364-77-9936,63
2535,1193,364-77-9936,42
2536,605,364-77-9936,89
2537,885,364-77-9936,38
2538,1627,364-77-9936,32
2539,268,364-77-9936,87
2540,1872,364-77-9936,62
2541,1342,364-77-9936,68
2542,926,364-77-9936,30
2543,1348,364-77-9936,80
2544,1979,364-77-9936,9
2545,179,364-77-9936,57
2546,1338,364-77-9936,12
2547,1559,364-77-9936,5
2548,607,364-77-9936,9
2549,1250,364-77-9936,11
2550,987,364-77-9936,50
2551,365,364-77-9936,35
2552,646,364-77-9936,91
2553,1534,364-77-9936,7
2554,549,364-77-9936,91
2555,459,364-77-9936,1
2556,400,364-77-9936,65
2557,893,364-77-9936,86
2558,959,364-77-9936,55
2559,60,364-77-9936,48
2560,572,364-77-9936,58
2561,1593,364-77-9936,46
2562,1032,364-77-9936,76
2563,1394,364-77-9936,51
2564,884,364-77-9936,11
2565,1895,364-77-9936,45
2566,490,364-77-9936,12
2567,172,364-77-9936,22
2568,1664,364-77-9936,77
2569,1364,364-77-9936,6
2570,513,364-77-9936,56
2571,922,364-77-9936,59
2572,310,364-77-9936,71
2573,82,364-77-9936,5
2574,1210,364-77-9936,0
2575,746,364-77-9936,48
2576,359,364-77-9936,0
2577,585,364-77-9936,67
2578,36,364-77-9936,5
2579,1819,364-77-9936,6
2580,1866,364-77-9936,72
2581,373,364-77-9936,78
2582,1305,364-77-9936,42
2583,164,364-77-9936,63
2584,475,364-77-9936,33
2585,579,364-77-9936,50
2586,1529,364-77-9936,87
2587,976,364-77-9936,72
2588,66,364-77-9936,71
2589,1101,364-77-9936,56
2590,1053,364-77-9936,87
2591,112,364-77-9936,90
2592,1978,364-77-9936,44
2593,1748,364-77-9936,25
2594,1633,364-77-9936,17
2595,1589,364-77-9936,23
2596,337,364-77-9936,33
2597,124,364-77-9936,41
2598,354,364-77-9936,10
2599,847,364-77-9936,89
2600,1518,364-77-9936,73
2601,1745,364-77-9936,99
2602,566,364-77-9936,92
2603,1610,364-77-9936,25
2604,901,181-28-8237,15
2605,7,181-28-8237,51
2606,221,181-28-8237,18
2607,1600,181-28-8237,85
2608,1175,181-28-8237,23
2609,1052,181-28-8237,62
2610,1743,181-28-8237,67
2611,1571,181-28-8237,65
2612,1629,181-28-8237,39
2613,884,181-28-8237,11
2614,468,181-28-8237,19
2615,1001,181-28-8237,5
2616,515,181-28-8237,32
2617,1746,181-28-8237,45
2618,987,181-28-8237,2
2619,387,181-28-8237,72
2620,265,181-28-8237,90
2621,1590,181-28-8237,38
2622,864,181-28-8237,32
2623,1025,181-28-8237,46
2624,631,181-28-8237,16
2625,1449,181-28-8237,79
2626,1015,181-28-8237,52
2627,1731,181-28-8237,1
2628,420,181-28-8237,73
2629,1127,181-28-8237,97
2630,1894,181-28-8237,14
2631,764,181-28-8237,98
2632,709,181-28-8237,23
2633,411,181-28-8237,6
2634,412,181-28-8237,4
2635,1089,181-28-8237,94
2636,579,181-28-8237,91
2637,52,181-28-8237,85
2638,413,181-28-8237,75
2639,20,181-28-8237,66
2640,726,181-28-8237,65
2641,956,181-28-8237,87
2642,922,181-28-8237,23
2643,574,181-28-8237,89
2644,1361,181-28-8237,62
2645,1621,181-28-8237,97
2646,961,181-28-8237,56
2647,1729,181-28-8237,48
2648,695,181-28-8237,75
2649,1665,181-28-8237,32
2650,475,181-28-8237,12
2651,1559,181-28-8237,89
2652,1501,181-28-8237,55
2653,156,181-28-8237,68
2654,1779,181-28-8237,32
2655,1014,181-28-8237,42
2656,1464,181-28-8237,75
2657,1455,181-28-8237,91
2658,16,181-28-8237,3
2659,1192,181-28-8237,71
2660,704,181-28-8237,24
2661,1293,181-28-8237,18
2662,1418,181-28-8237,4
2663,187,181-28-8237,24
2664,818,181-28-8237,83
2665,1519,181-28-8237,84
2666,523,181-28-8237,13
2667,1889,181-28-8237,96
2668,89,181-28-8237,12
2669,707,181-28-8237,43
2670,36,181-28-8237,91
2671,301,181-28-8237,1
2672,6,181-28-8237,41
2673,1270,181-28-8237,57
2674,1044,181-28-8237,57
2675,1691,181-28-8237,70
2676,1175,181-28-8237,61
2677,1614,181-28-8237,11
2678,482,181-28-8237,35
2679,420,181-28-8237,22
2680,1488,181-28-8237,54
2681,1224,181-28-8237,2
2682,1961,181-28-8237,56
2683,1349,181-28-8237,94
2684,788,181-28-8237,69
2685,555,181-28-8237,20
2686,700,181-28-8237,24
2687,1520,181-28-8237,76
2688,1717,181-28-8237,57
2689,1886,181-28-8237,72
2690,1383,181-28-8237,30
2691,650,181-28-8237,85
2692,178,181-28-8237,67
2693,278,181-28-8237,93
2694,1179,181-28-8237,61
2695,163,181-28-8237,95
2696,395,181-28-8237,77
2697,1948,181-28-8237,36
2698,1010,181-28-8237,75
2699,285,181-28-8237,19
2700,3,181-28-8237,64
2701,1696,181-28-8237,27
2702,315,181-28-8237,57
2703,1727,181-28-8237,84
2704,387,181-28-8237,80
2705,801,181-28-8237,42
2706,528,181-28-8237,51
2707,1768,181-28-8237,73
2708,1565,181-28-8237,86
2709,386,181-28-8237,42
2710,575,181-28-8237,61
2711,472,181-28-8237,40
2712,88,181-28-8237,13
2713,14,181-28-8237,60
2714,1878,181-28-8237,76
2715,1369,181-28-8237,44
2716,260,181-28-8237,62
2717,790,181-28-8237,43
2718,950,181-28-8237,58
2719,1680,181-28-8237,88
2720,1019,181-28-8237,40
2721,367,181-28-8237,13
2722,796,181-28-8237,65
2723,634,181-28-8237,90
2724,158,181-28-8237,51
2725,1702,181-28-8237,17
2726,827,181-28-8237,7
2727,1804,181-28-8237,6
2728,530,181-28-8237,76
2729,159,181-28-8237,26
2730,543,181-28-8237,97
2731,1342,181-28-8237,66
2732,1248,181-28-8237,16
2733,625,181-28-8237,70
2734,235,181-28-8237,4
2735,569,181-28-8237,42
2736,41,181-28-8237,90
2737,332,181-28-8237,97
2738,1812,181-28-8237,33
2739,1379,181-28-8237,4
2740,134,181-28-8237,89
2741,495,181-28-8237,83
2742,1893,073-45-5121,88
2743,1860,073-45-5121,34
2744,1480,073-45-5121,17
2745,931,073-45-5121,60
2746,1201,073-45-5121,76
2747,100,073-45-5121,73
2748,845,073-45-5121,24
2749,1164,073-45-5121,17
2750,361,073-45-5121,50
2751,1751,073-45-5121,44
2752,1521,073-45-5121,40
2753,1208,073-45-5121,8
2754,199,073-45-5121,96
2755,1416,073-45-5121,13
2756,1231,073-45-5121,99
2757,1476,073-45-5121,16
2758,263,073-45-5121,70
2759,1114,073-45-5121,20
2760,1629,073-45-5121,6
2761,699,073-45-5121,5
2762,775,073-45-5121,49
2763,328,073-45-5121,18
2764,1959,073-45-5121,98
2765,676,073-45-5121,58
2766,1144,073-45-5121,5
2767,1034,073-45-5121,87
2768,18,073-45-5121,35
2769,1379,073-45-5121,24
2770,418,073-45-5121,33
2771,1186,073-45-5121,60
2772,1667,073-45-5121,62
2773,1042,073-45-5121,53
2774,54,073-45-5121,7
2775,1999,073-45-5121,26
2776,653,073-45-5121,51
2777,287,073-45-5121,27
2778,424,073-45-5121,71
2779,1033,073-45-5121,16
2780,1863,073-45-5121,30
2781,1207,073-45-5121,26
2782,526,073-45-5121,40
2783,56,073-45-5121,73
2784,148,073-45-5121,68
2785,1916,073-45-5121,95
2786,1038,073-45-5121,11
2787,134,073-45-5121,87
2788,1308,073-45-5121,52
2789,437,073-45-5121,99
2790,72,073-45-5121,83
2791,1233,073-45-5121,98
2792,1232,073-45-5121,77
2793,372,073-45-5121,25
2794,1003,073-45-5121,66
2795,962,073-45-5121,58
2796,897,073-45-5121,40
2797,63,073-45-5121,49
2798,442,073-45-5121,91
2799,309,073-45-5121,83
2800,314,073-45-5121,12
2801,1102,073-45-5121,72
2802,1344,073-45-5121,50
2803,1951,073-45-5121,84
2804,1250,073-45-5121,6
2805,1976,073-45-5121,85
2806,575,073-45-5121,91
2807,629,073-45-5121,84
2808,267,073-45-5121,29
2809,1542,073-45-5121,66
2810,228,073-45-5121,91
2811,764,073-45-5121,85
2812,1165,073-45-5121,91
2813,229,073-45-5121,26
2814,934,073-45-5121,20
2815,1855,073-45-5121,99
2816,328,073-45-5121,89
2817,1253,073-45-5121,67
2818,1767,073-45-5121,23
2819,44,073-45-5121,52
2820,31,073-45-5121,46
2821,512,073-45-5121,28
2822,1098,073-45-5121,40
2823,1927,073-45-5121,18
2824,1056,073-45-5121,74
2825,1404,073-45-5121,4
2826,171,073-45-5121,4
2827,347,073-45-5121,23
2828,766,073-45-5121,91
2829,1340,073-45-5121,71
2830,1719,073-45-5121,70
2831,1676,073-45-5121,12
2832,624,073-45-5121,28
2833,261,073-45-5121,62
2834,1559,073-45-5121,97
2835,510,073-45-5121,61
2836,625,073-45-5121,41
2837,1059,073-45-5121,72
2838,1243,073-45-5121,44
2839,1909,073-45-5121,46
2840,789,073-45-5121,37
2841,309,073-45-5121,7
2842,237,073-45-5121,3
2843,1147,073-45-5121,1
2844,343,073-45-5121,6
2845,702,073-45-5121,29
2846,1336,073-45-5121,36
2847,1648,073-45-5121,35
2848,825,073-45-5121,43
2849,1242,073-45-5121,53
2850,741,073-45-5121,45
2851,410,073-45-5121,54
2852,1898,073-45-5121,21
2853,1083,073-45-5121,84
2854,1069,073-45-5121,48
2855,547,073-45-5121,74
2856,1557,073-45-5121,87
2857,1172,073-45-5121,72
2858,1847,073-45-5121,59
2859,390,073-45-5121,32
2860,61,073-45-5121,44
2861,1480,073-45-5121,74
2862,756,073-45-5121,87
2863,1679,073-45-5121,65
2864,605,073-45-5121,64
2865,1262,780-19-0801,64
2866,1253,780-19-0801,12
2867,163,780-19-0801,16
2868,705,780-19-0801,5
2869,1657,780-19-0801,97
2870,280,780-19-0801,11
2871,425,780-19-0801,9
2872,488,780-19-0801,59
2873,1669,780-19-0801,70
2874,1599,780-19-0801,90
2875,1289,780-19-0801,36
2876,1694,780-19-0801,59
2877,1500,780-19-0801,41
2878,942,780-19-0801,46
2879,685,780-19-0801,95
2880,1233,780-19-0801,52
2881,878,780-19-0801,9
2882,579,780-19-0801,51
2883,1815,780-19-0801,34
2884,482,780-19-0801,24
2885,46,780-19-0801,65
2886,386,780-19-0801,37
2887,1869,780-19-0801,33
2888,167,780-19-0801,37
2889,1016,780-19-0801,84
